Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production Tons,Average Employees,Labor Hours
2020,4605890,Miller Creek Prep. Plant,West Virginia,Mingo,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Coal-Mac Llc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,0,36,21755
2020,4605890,Miller Creek Prep. Plant,West Virginia,Mingo,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Coal-Mac Llc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,0,13,7644
2020,4606089,Minway No. 1,West Virginia,Mingo,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Coal-Mac Llc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,37559,23,19080
2020,4607985,Black Bear Preparation Plant,West Virginia,Mingo,Active,Surface,Independent Producer Operator,Preparation Plant,"Lexington Coal Company,llc","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,0,7,11503
2020,4608563,Ragland Loadout,West Virginia,Mingo,Active,Surface,Independent Producer Operator,Preparation Plant,Coal-Mac Llc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,0,27,37744
2020,4608626,Tug Fork Preparation Plant,West Virginia,Mingo,Active,Surface,Independent Producer Operator,Preparation Plant,Appalachian Resource West Virg,"265 Hambley Blvd Suite 200, Pikeville, KY 41501",,Appalachia Central,0,13,24826
2020,4608632,White Flame Surface Mine,West Virginia,Mingo,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Lexington Coal Company, Llc","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,77923,9,15542
2020,4608808,Ruby Energy,West Virginia,Mingo,Temporarily closed,Underground,Operating Subsidiary,Mine only,"Spartan Mining Company, Llc","P.O. Box 1120, Holden, WV 25625",,Appalachia Central,574249,120,266662
2020,4608930,Grapevine South Surface Mine,West Virginia,Mingo,Active,Surface,Independent Producer Operator,Mine only,Appalachian Resource West Virg,"265 Hambley Blvd Suite 200, Pikeville, KY 41501",,Appalachia Central,396645,55,121698
2020,4609075,Twin Branch No 1 Surface,West Virginia,Mingo,Active,Surface,Independent Producer Operator,Mine only,Coal-Mac Llc.,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,337796,71,132762
2020,4609345,Remining #3,West Virginia,Mingo,Active,Surface,Independent Producer Operator,Mine only,Appalachian Resource West Virg,"265 Hambley Blvd Suite 200, Pikeville, KY 41501",,Appalachia Central,140414,36,71138
2020,4609362,Coalburg Mine,West Virginia,Mingo,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Southeastern Land, Llc","P.O. Box 9, Naugatuck, WV 25685",,Appalachia Central,107617,25,36086
2020,4609545,Cam Highwall Miner,West Virginia,Mingo,Active,Surface,Independent Producer Operator,Mine only,Appalachian Resource West Virg,"265 Hambley Blvd Suite 200, Pikeville, KY 41501",,Appalachia Central,118298,6,13174
2020,103381,Hwm 58,West Virginia,Nicholas,Active,Surface,Independent Producer Operator,Mine only,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,113799,12,29610
2020,3609183,Bam Auger 3,West Virginia,Nicholas,Active,Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining, Inc","2005 Webster Road, Summersville, WV 26651",,Appalachia Central,6807,3,2061
2020,4603202,Brooke Prep Plant,West Virginia,Nicholas,Active,Surface,Independent Producer Operator,Preparation Plant,Quinwood Coal Company Llc,"P.O. Box 190, Leivasy, WV 26676",,Appalachia Central,0,5,11961
2020,4606880,Power Mountain Processing,West Virginia,Nicholas,Active,Underground,Operating Subsidiary,Preparation Plant,Power Mountain Contura Llc,"P.O. Box 707, Summersville, WV 26651",United Mine Workers Of America,Appalachia Central,0,28,59941
2020,4608787,Jerry Fork Eagle,West Virginia,Nicholas,Active,Underground,Operating Subsidiary,Mine only,Nicholas Contura Llc,"P.O. Box 707, Summersville, WV 26651",,Appalachia Central,827027,146,335098
2020,4609540,Hominy #1 Surface Mine,West Virginia,Nicholas,Active,Surface,Independent Producer Operator,Mine only,Quinwood Coal Company,"P.O. Box 190, Leivasy, WV 26676",,Appalachia Central,18796,7,12858
2020,4609580,Hominy # 2 Surface Mine,West Virginia,Nicholas,Active,Surface,Independent Producer Operator,Mine only,"Quinwood Coal Company, Llc.","P.O. Box 190, Leivasy, WV 26676",,Appalachia Central,22378,1,1574
2020,4608864,Tunnel Ridge Mine,West Virginia,Ohio,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Tunnel Ridge, Llc","184 Schoolhouse Lane, Valley Grove, WV 26060",,Appalachia Northern,6756696,439,896290
2020,4605252,Beckley Pocahontas Mine,West Virginia,Raleigh,Active,Underground,Independent Producer Operator,Mine only,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",,Appalachia Central,1004202,276,563667
2020,4608374,Marfork Processing,West Virginia,Raleigh,Active,Underground,Operating Subsidiary,Preparation Plant,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,0,109,212445
2020,4608837,Coon Cedar Grove Mine,West Virginia,Raleigh,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,108896,52,97620
2020,4608878,Affinity Mine,West Virginia,Raleigh,Active,Underground,Independent Producer Operator,Mine only,Pocahontas Coal Company Llc,"P.O. Box 267, Midway, WV 25878",,Appalachia Central,770857,224,515107
2020,4608879,Affinity Preparation Plant,West Virginia,Raleigh,Active,Surface,Independent Producer Operator,Preparation Plant,"Pocahontas Coal Company, Llc","P.O. Box 267, Midway, WV 25878",,Appalachia Central,0,3,6192
2020,4608879,Affinity Preparation Plant,West Virginia,Raleigh,Active,Underground,Independent Producer Operator,Preparation Plant,"Pocahontas Coal Company, Llc","P.O. Box 267, Midway, WV 25878",,Appalachia Central,0,21,50100
2020,4608977,Edwight Surface Mine,West Virginia,Raleigh,Temporarily closed,Surface,Independent Producer Operator,Mine only,Alex Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,1108,7,10339
2020,4609026,Ewing Fork No. 1 Surface Mine,West Virginia,Raleigh,Active,Surface,Operating Subsidiary,Mine only,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,791362,112,256701
2020,4609048,Slip Ridge Cedar Grove Mine,West Virginia,Raleigh,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,129037,75,148724
2020,4609091,Horse Creek Eagle,West Virginia,Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,412947,116,242482
2020,4609092,Allen Powellton Mine,West Virginia,Raleigh,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,471609,94,196250
2020,4609096,Pocahontas Highwall Mine,West Virginia,Raleigh,Active,Surface,Independent Producer Operator,Mine only,"Pocahontas Coal Company, Llc","109 Appalachian Drive, Beckley, WV 25801",,Appalachia Central,4951,10,21698
2020,4609212,Panther Eagle Mine,West Virginia,Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,304561,76,163654
2020,4609216,Beckley Pocahontas Plant,West Virginia,Raleigh,Active,Underground,Independent Producer Operator,Preparation Plant,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",,Appalachia Central,0,29,58129
2020,4609475,Workman Creek Surface,West Virginia,Raleigh,Active,Surface,Operating Subsidiary,Mine only,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,1686993,239,535535
2020,4609531,Pocahontas Hwm 52,West Virginia,Raleigh,Active,Surface,Independent Producer Operator,Mine only,"Pocahontas Coal Company, Llc","2005 Webster Road, Summersville, WV 26651",,Appalachia Central,58050,9,11684
2020,4609550,Black Eagle,West Virginia,Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,264085,80,193817
2020,1519868,Cv30,West Virginia,Randolph,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Civil, Llc","287 Farmer's Mill Road, Harlan, KY 40831",,Appalachia Northern,12202,3,2396
2020,4407327,Shm #1 Miner,West Virginia,Randolph,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Civil, Llc","287 Farmers Mill Rd., Harlan, KY 40831",,Appalachia Northern,22872,5,4500
2020,4606736,Star Bridge Preparation Plant-,West Virginia,Randolph,Active,Underground,Independent Producer Operator,Preparation Plant,Carter Roag Coal Company,"Hc 58 Box 200, Mill Creek, WV 26280",,Appalachia Northern,0,25,63600
2020,4608656,Morgan Camp Mine,West Virginia,Randolph,Active,Underground,Independent Producer Operator,Mine only,Carter Roag Coal Company,"14272 Adolph Rd, Mill Creek, WV 26280",,Appalachia Northern,578238,141,325727
2020,4609546,Beech Mountain Mine,West Virginia,Randolph,Active,Underground,Independent Producer Operator,Mine only,"Knox Operating, Llc","788 Bailey Switch Road, Bluefield, VA 24605",,Appalachia Northern,83348,16,34336
2020,4609191,Leer Prep Plant,West Virginia,Taylor,Active,Underground,Operating Subsidiary,Preparation Plant,Aci Tygart Valley,"1200 Tygart Drive, Grafton, WV 26354",,Appalachia Northern,0,45,105891
2020,4609192,Leer Mine,West Virginia,Taylor,Active,Underground,Operating Subsidiary,Mine only,Aci Tygart Valley,"1200 Tygart Drive, Grafton, WV 26354",,Appalachia Northern,4185123,431,1144218
2020,4609028,Mountain View Mine,West Virginia,Tucker,Active,Underground,Operating Subsidiary,Mine only,"Mettiki Coal Wv, Llc","293 Table Rock Road, Oakland, MD 21550",,Appalachia Northern,1834142,205,428261
2020,4609051,Ceredo Dock,West Virginia,Wayne,Active,Surface,Independent Producer Operator,Preparation Plant,Kanawha River Terminals,"P.O. Box 308, Ceredo, WV 25507",,Appalachia Central,0,32,64260
2020,4609051,Ceredo Dock,West Virginia,Wayne,Active,Underground,Independent Producer Operator,Preparation Plant,Kanawha River Terminals,"P.O. Box 308, Ceredo, WV 25507",,Appalachia Central,0,31,64260
2020,4606045,Brooks Run Processing Plant No,West Virginia,Webster,Active,Surface,Independent Producer Operator,Preparation Plant,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,0,21,37341
2020,4609036,Seven Pines,West Virginia,Webster,Active,Surface,Independent Producer Operator,Mine only,Brooks Run Mining Company Llc,"2691 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,142045,34,57741
2020,4609130,Brandy Station,West Virginia,Webster,Active,Surface,Independent Producer Operator,Mine only,Brooks Run Mining Company Llc,"2691 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,307,2,280
2020,4609532,Salem Auger #41,West Virginia,Webster,Active,Surface,Independent Producer Operator,Mine only,"Brooks Run Mining Co., Llc","2691 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,307,2,280
2020,4601318,Harrison County Mine,West Virginia,Wetzel,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Harrison County Coal Resources,"464 North Portal Road, Wallace, WV 26448",United Mine Workers Of America,Appalachia Northern,4880471,390,879177
2020,1519371,Shm-47,West Virginia,Wyoming,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Va. Blvd., Ashland, KY 41102",,Appalachia Central,145138,6,12380
2020,4601544,Road Fork #51 Mine,West Virginia,Wyoming,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Spartan Mining Company, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,125555,44,99283
2020,4604637,Kepler No. 1 Prep Plant,West Virginia,Wyoming,Active,Underground,Operating Subsidiary,Preparation Plant,Kepler Processing Company Llc,"P.O. Box 1050, Pineville, WV 24874",United Mine Workers Of America,Appalachia Central,0,7,14210
2020,4605868,Ranger Fuel Preparation Plant,West Virginia,Wyoming,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Bluestone Oil Corp.,"P.O. Box 338, Pineville, WV 24874",United Mine Workers Of America,Appalachia Central,0,3,5143
2020,4605868,Ranger Fuel Preparation Plant,West Virginia,Wyoming,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Bluestone Oil Corp.,"P.O. Box 338, Pineville, WV 24874",United Mine Workers Of America,Appalachia Central,0,7,12001
2020,4606263,Wyoming No 2,West Virginia,Wyoming,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,180205,57,135982
2020,4609062,Coal Mountain No 1 Surface,West Virginia,Wyoming,Active,Surface,Independent Producer Operator,Mine only,Cm Energy Operations Lp,"200 George Street Suite 4, Beckley, WV 25801",United Mine Workers Of America,Appalachia Central,484513,11,16838
2020,4609135,Coal Mountain Loadout,West Virginia,Wyoming,Active,Surface,Independent Producer Operator,Preparation Plant,Performance Industries,"200 George Street Suite 4, Beckley, WV 25801",,Appalachia Central,0,12,25136
2020,4609222,Ranger Fuel No. 1 Mine,West Virginia,Wyoming,Active,Underground,Independent Producer Operator,Mine only,Bluestone Oil Corporation,"P.O. Box 338, Pineville, WV 24874",,Appalachia Central,491421,79,161079
2020,4609239,No. 2 Contour & Auger,West Virginia,Wyoming,Active,Surface,Independent Producer Operator,Mine only,Justice Highwall Mining Inc.,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,4778,23,20724
2020,4609316,K-2 Plant,West Virginia,Wyoming,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,Nufac Mining Company Inc,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,0,3,4483
2020,4609316,K-2 Plant,West Virginia,Wyoming,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,Nufac Mining Company Inc,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,0,7,10975
2020,4609319,Lower War Eagle,West Virginia,Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,503660,139,316212
2020,4609377,Glancy Surface Mine,West Virginia,Wyoming,Active,Surface,Operating Subsidiary,Mine only,Rockwell Mining Llc,"250 West Main Street, Suite 20, Lexington, KY 40507",,Appalachia Central,806807,103,264098
2020,4609427,Eagle #3 Mine,West Virginia,Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Rockwell Mining, Llc","P.O. Box 57, Wharton, WV 25208",,Appalachia Central,292782,70,152896
2020,4609471,Flying Eagle,West Virginia,Wyoming,Active,Underground,Independent Producer Operator,Mine only,Rockwell Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,289248,61,131746
2020,4609513,Eagle Surface Mine,West Virginia,Wyoming,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Rockwell Mining Llc,"4189 Collins Hwy, Robinson Cree, KY 41560",,Appalachia Central,1938,4,2170
2020,4609522,Road Fork # 52 Mine,West Virginia,Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Spartan Mining Company, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,366026,112,242006
2020,4609569,Itmann No 5,West Virginia,Wyoming,Active,Underground,Independent Producer Operator,Mine only,Consol Mining Company Llc,"1000 Consol Energy Drive Suite, Conanosburg, PA 15317",,Appalachia Central,20232,11,22453
2020,4609589,Gemini Surface Mine,West Virginia,Wyoming,Active,Surface,Independent Producer Operator,Mine only,Monument Mining Inc,"P.O. Box 198, Premier, WV 24878",,Appalachia Central,52298,7,14578
2020,4800083,Wyodak Mine,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine only,Black Hills Energy,"3338 Garner Lake Rd, Gillette, WY 82716",,Powder River Basin,3736695,62,105709
2020,4800732,Belle Ayr Mine,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Eagle Specialty Materials Llc,"P.O. Box 3039, Gillette, WY 82717",,Powder River Basin,11174953,252,445385
2020,4800977,Black Thunder,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",,Powder River Basin,50188766,1078,2057547
2020,4800992,Cordero Rojo Mine,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine only,Navajo Transitional Energy Com,"P.O. Box 3001, Gillette, WY 82718",,Powder River Basin,9773845,303,587621
2020,4800993,Rawhide Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","P.O. Box 3034, Gillette, WY 82717",,Powder River Basin,9494090,117,236865
2020,4801034,Caballo Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","2298 Bishop Rd/Caller Box 3041, Gillette, WY 82717",,Powder River Basin,11626318,185,369168
2020,4801078,Eagle Butte Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Eagle Specialty Materials Llc,"P.O. Box 3040, Gillette, WY 82717",,Powder River Basin,12303698,229,392894
2020,4801200,Buckskin Mine,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Buckskin Mining Company,"P.O. Box 3027, Gillette, WY 82717",,Powder River Basin,9699282,176,375894
2020,4801215,Coal Creek Mine,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",,Powder River Basin,2141507,63,140110
2020,4801353,North Antelope Rochelle Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Powder River Mining Ll,"Caller Box 3035, Gillette, WY 82717",,Powder River Basin,66111840,1058,2111746
2020,4801429,Dry Fork Mine,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Western Fuels-Wyoming Inc,"3629 N Garner Lake Rd, Gillette, WY 82716",,Powder River Basin,3924629,69,131074
2020,4801337,Antelope Coal Mine,Wyoming,Converse,Active,Surface,Independent Producer Operator,Mine only,Navajo Transitional Energy Com,"P.O. Box 3001, Gillette, WY 82717",,Powder River Basin,19809826,514,979689
2020,4800086,Kemmerer Mine,Wyoming,Lincoln,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Kemmerer Operations, Llc","P.O. Box 950, Kemmerer, WY 83101",United Mine Workers Of America,Western,2474942,250,415744
2020,4800677,Jim Bridger Mine,Wyoming,Sweetwater,Active,Surface,Operating Subsidiary,Mine only,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Western Energy Workers,Western,1454849,225,437003
2020,4801180,Black Butte And Leucite Hills,Wyoming,Sweetwater,Active,Surface,Operating Subsidiary,Mine only,Black Butte Coal Company,"P.O. Box 98, Point Of Rock, WY 82942",,Western,2216235,147,282355
2020,4801646,Bridger Underground Coal Mine,Wyoming,Sweetwater,Active,Underground,Operating Subsidiary,Mine only,Bridger Coal Company,"1088 Nine Mile Road, Point Of Rock, WY 82942",Western Energy Workers,Western,2424369,139,314869
2020,3608871,Mid Valley Bank,Refuse Recovery,Columbia,Active,Refuse,Independent Producer Operator,Mine only,"Mid-Valley Coal Sales, Inc.","212 W. Cherry St., Mt. Carmel, PA 17851",,Appalachia Northern,9827,3,2880
2020,4609544,P610,Refuse Recovery,Logan,Active,Refuse,Independent Producer Operator,Mine only,"Holy Smoke Coal, Llc","P.O. Box 284, Holden, WV 25625",,Appalachia Central,102373,5,12850
2020,4407395,Gay Branch #1,Refuse Recovery,Dickenson,Permanently abandoned,Refuse,Independent Producer Operator,Mine only,Mountain Fuels Inc.,"P.O. Box 749, Abingdon, VA 24212",,Appalachia Central,118620,10,10828
2020,4407404,Clinchco #1,Refuse Recovery,Dickenson,Active,Refuse,Independent Producer Operator,Mine only,Mountain Fuels Inc.,"P.O. Box 749, Abingdon, VA 24212",,Appalachia Central,23188,7,3368
2020,3608399,No 7 Operation,Refuse Recovery,Luzerne,Active,Refuse,Independent Producer Operator,Mine only,Emerald Anthracite Ii,"31 North Market Street, Nanticoke, PA 18634",,Appalachia Northern,11032,5,2565
2020,1103131,Bcr Mine #1,Refuse Recovery,Perry,Active,Refuse,Independent Producer Operator,Mine only,"Bc Recovery, Llc","2206 Samuel Stuart Ct., Chesterfield, MO 63005",,Illinois Basin,191453,12,20906
